 50000 , 1672
 100000 , 1564
 150000 , 1424
 200000 , 1375
 250000 , 1331
 300000 , 1395
 350000 , 1513
 400000 , 1672
 450000 , 1457
 500000 , 1166
 550000 , 1490
 600000 , 1297
 650000 , 1364
 700000 , 1263
 750000 , 1355
 800000 , 1251
 850000 , 1454
 900000 , 1325
 950000 , 1446
 1000000 , 1536
 1050000 , 1691
 1100000 , 1415
 1150000 , 2305
 1200000 , 1585
 1250000 , 1718
 1300000 , 1811
 1350000 , 1930
 1400000 , 1921
 1450000 , 1874
 1500000 , 1949
 1550000 , 2148
 1600000 , 2195
 1650000 , 1938
 1700000 , 2815
 1750000 , 1943
 1800000 , 2570
 1850000 , 2024
 1900000 , 2486
 1950000 , 2380
 2000000 , 2490
 2050000 , 2078
 2100000 , 2216
 2150000 , 3106
 2200000 , 2158
 2250000 , 2200
 2300000 , 3134
 2350000 , 2147
 2400000 , 2227
 2450000 , 3321
 2500000 , 2188
 2550000 , 3271
 2600000 , 3056
 2650000 , 3716
 2700000 , 3461
 2750000 , 2289
 2800000 , 3578
 2850000 , 2198
 2900000 , 4302
 2950000 , 3403
 3000000 , 2826
 3050000 , 4512
 3100000 , 4087
 3150000 , 2778
 3200000 , 3454
 3250000 , 4776
 3300000 , 4038
 3350000 , 3958
 3400000 , 5347
 3450000 , 4465
 3500000 , 4276
 3550000 , 5356
 3600000 , 4339
 3650000 , 5868
 3700000 , 6621
 3750000 , 4654
 3800000 , 5753
 3850000 , 5838
 3900000 , 7519
 3950000 , 5187
 4000000 , 7662
 4050000 , 4977
 4100000 , 6400
 4150000 , 6376
 4200000 , 6453
 4250000 , 6560
 4300000 , 5886
 4350000 , 6973
 4400000 , 6111
 4450000 , 7077
 4500000 , 7560
 4550000 , 5455
 4600000 , 7668
 4650000 , 7341
 4700000 , 6041
 4750000 , 7341
 4800000 , 10523
 4850000 , 11004
 4900000 , 7112
 4950000 , 7701
 5000000 , 7983
 5050000 , 7722
 5100000 , 6793
 5150000 , 8456
 5200000 , 7739
 5250000 , 8129
 5300000 , 6680
 5350000 , 7904
 5400000 , 8540
 5450000 , 7610
 5500000 , 8629
 5550000 , 8993
 5600000 , 8376
 5650000 , 10857
 5700000 , 7586
 5750000 , 7955
 5800000 , 7708
 5850000 , 8245
 5900000 , 7896
 5950000 , 9392
 6000000 , 7752
 6050000 , 8921
 6100000 , 8088
 6150000 , 9221
 6200000 , 8248
 6250000 , 8381
 6300000 , 8982
 6350000 , 8776
 6400000 , 8427
 6450000 , 9369
 6500000 , 8822
 6550000 , 9170
 6600000 , 10035
 6650000 , 9740
 6700000 , 9273
 6750000 , 8166
 6800000 , 8797
 6850000 , 9095
 6900000 , 9729
 6950000 , 8939
 7000000 , 9972
 7050000 , 9168
 7100000 , 10630
 7150000 , 8980
 7200000 , 10777
 7250000 , 8913
 7300000 , 9290
 7350000 , 9587
 7400000 , 9557
 7450000 , 10052
 7500000 , 10632
 7550000 , 8591
 7600000 , 9717
 7650000 , 10887
 7700000 , 11540
 7750000 , 8806
 7800000 , 9583
 7850000 , 10766
 7900000 , 11146
 7950000 , 9555
 8000000 , 9901
 8050000 , 10957
 8100000 , 9648
 8150000 , 9898
 8200000 , 12240
 8250000 , 9709
 8300000 , 8772
 8350000 , 11970
 8400000 , 9550
 8450000 , 10367
 8500000 , 13258
 8550000 , 9698
 8600000 , 9836
 8650000 , 11921
 8700000 , 10458
 8750000 , 9863
 8800000 , 11819
 8850000 , 10636
 8900000 , 9897
 8950000 , 12870
 9000000 , 9791
 9050000 , 10498
 9100000 , 13442
 9150000 , 9219
 9200000 , 11475
 9250000 , 12632
 9300000 , 9093
 9350000 , 13379
 9400000 , 11329
 9450000 , 10256
 9500000 , 13572
 9550000 , 10495
 9600000 , 13295
 9650000 , 11620
 9700000 , 10550
 9750000 , 12388
 9800000 , 9501
 9850000 , 12741
 9900000 , 10004
 9950000 , 12006
 10000000 , 13519
 10050000 , 10373
 10100000 , 13368
 10150000 , 10630
 10200000 , 12695
 10250000 , 10974
 10300000 , 10997
 10350000 , 13672
 10400000 , 12179
 10450000 , 12637
 10500000 , 9651
 10550000 , 12898
 10600000 , 14448
 10650000 , 9849
 10700000 , 13822
 10750000 , 9789
 10800000 , 13741
 10850000 , 11956
 10900000 , 14316
 10950000 , 12871
 11000000 , 11307
 11050000 , 14105
 11100000 , 12602
 11150000 , 11121
 11200000 , 12460
 11250000 , 12535
 11300000 , 10997
 11350000 , 13834
 11400000 , 13673
 11450000 , 12304
 11500000 , 10733
 11550000 , 14753
 11600000 , 9874
 11650000 , 12200
 11700000 , 11887
 11750000 , 13805
 11800000 , 10197
 11850000 , 12610
 11900000 , 11717
 11950000 , 15727
 12000000 , 12360
 12050000 , 15249
 12100000 , 10744
 12150000 , 15212
 12200000 , 10900
 12250000 , 14629
 12300000 , 13190
 12350000 , 11927
 12400000 , 13135
 12450000 , 11685
 12500000 , 14174

